"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"99","Georgia College (Disconnected)","College","Men","Milledgeville","GA","/teams/events/Eventteam/?TeamId=NK57QNkAGRwycJyU8o95rXEgo9n8uRwink7NWxkbNWU%3d",128,"Georgia College",1101,"Division III","Southeast","Eastern Southeast DIII",17,3,167,1.06643957368485
"100","Bryant (Bryant Craze)","College","Men","Smithfield","RI","/teams/events/Eventteam/?TeamId=D6vmzxeSVAmm5GlVbbtmPkhhItaDZLVJ32fTtTRPwWA%3d",37,"Bryant",1546,"Division III","New England","South New England DIII",14,1,50,1.02472682512021
"101","Delaware (Sideshow)","College","Men","Newark","DE","/teams/events/Eventteam/?TeamId=ptPNaeUNnJmUUv7S7ju9qp8fCwvOArsr9%2btTFM7xFHg%3d",101,"Delaware",1238,"Division I","Atlantic Coast","Colonial DI",13,12,127,1.01400248980197
"102","Mississippi State (Dark Horse)","College","Men","Starkville","MS","/teams/events/Eventteam/?TeamId=GPe2AhQjqgrZ2gsEvrDFg0Larh4CBMSIey7pRC%2fmX%2fg%3d",118,"Mississippi State",1165,"Division I","Southeast","Gulf Coast DI",18,20,273,1.00311757278155
"103","Case Western Reserve (Fighting Gobies[A])","College","Men","Cleveland","OH","/teams/events/Eventteam/?TeamId=XLDE%2bazqBBQjWnD7t%2bPbpMyOEPkQUEm0tV1%2fZq4cCkA%3d",120,"Case Western Reserve",1163,"Division I","Ohio Valley","Ohio DI",19,22,80,0.974086693972753
"104","Cornell (Buds)","College","Men","Ithaca","NY","/teams/events/Eventteam/?TeamId=xu8DvmNtrXvP8OtCJVlxsTPfMWqzXeQsaWH6AqnHJB4%3d",65,"Cornell",1366,"Division I","Metro East","Western NY DI",17,9,117,0.949875714202236
"105","Indiana (HoosierMama?s)","College","Men","Bloomington","IN","/teams/events/Eventteam/?TeamId=UoUIiQ93xhOVme5nVuNSIVeWk2cbk11alF6kTQA01xw%3d",122,"Indiana",1137,"Division I","Great Lakes","East Plains DI",15,19,198,0.934211908013061
"106","Nevada-Reno (Elevation Ultimate)","College","Men","Reno","NV","/teams/events/Eventteam/?TeamId=Dcr%2fOsw5s3HiRX4OF6uH9Kp3ndlk1rLmxWmCduwXCrQ%3d",137,"Nevada-Reno",1072,"Division I","Southwest","NorCal DI",32,24,285,0.912464046594217
"107","Las Positas (Hawks)","College","Men","Livermore","CA","/teams/events/Eventteam/?TeamId=E6JLP45dJjJ9RXBwKPgPOJrIEpXNxuzmKRUK%2bFqhVh0%3d",73,"Las Positas",1341,"Division I","Southwest","NorCal DI",17,17,226,0.911643637510202
"108","Clemson (Joint Chiefs of Waft)","College","Men","Clemson","SC","/teams/events/Eventteam/?TeamId=BXFium8X6J9l9deiq0sJncY%2b3%2fqYySZzn3NoJIv2nFQ%3d",95,"Clemson",1258,"Division I","Atlantic Coast","Carolina DI",12,15,97,0.838261558662528
"109","Nebraska (Cornfed Ultimate)","College","Men","Lincoln","NE","/teams/events/Eventteam/?TeamId=JSAG3xDy7zNi3H7mf5pGL3e2FH1IrLqfH2umDZfqtMw%3d",124,"Nebraska",1133,"Division I","North Central","West Plains DI",19,15,284,0.794213363942145
"110","Arizona State (Prime)","College","Men","Tempe","AZ","/teams/events/Eventteam/?TeamId=tj4m26TwzdfxdjYNfRhbAXZszVV9IIvznBtlXucwers%3d",114,"Arizona State",1196,"Division I","Southwest","Desert DI",11,21,19,0.78677213747401
"111","Pennsylvania (Void)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=KwNUo7kw6wVqYbxkZyooji5P77wVQt1JixJ%2b0T%2fuuD0%3d",102,"Pennsylvania",1235,"Division I","Ohio Valley","East Penn DI",19,12,339,0.781858746009989
"112","Northern Arizona (El Ponderoso)","College","Men","Flagstaff","AZ","/teams/events/Eventteam/?TeamId=49VZIernBvrDgW8mkVjk8SxXTAz%2bNVNOqq3t%2fmowkcQ%3d",100,"Northern Arizona",1240,"Division I","Southwest","Desert DI",19,11,309,0.778368289218562
"113","East Carolina (Irates)","College","Men","Greenville","NC","/teams/events/Eventteam/?TeamId=PxkA%2bN2NQAp6Lc3otZ35BMskMHEmNatyP5YTr%2fuogB4%3d",176,"East Carolina",934,"Division I","Atlantic Coast","Carolina DI",13,11,136,0.755736710079699
"114","Portland (Uprise)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=0wqdn8iCsZvd3Pd%2fW9VcUyVkPJy%2flUq6WJ84tIe3sKI%3d",67,"Portland",1364,"Division III","Northwest","Northwest DIII",18,3,342,0.747313654744686
"115","Puget Sound (Postmen)","College","Men","Tacoma","WA","/teams/events/Eventteam/?TeamId=BbegsQ8SuF%2b3hk6j9jJWxna3MP%2bIEuSZ6HszqNVnCMQ%3d",123,"Puget Sound",1136,"Division III","Northwest","Northwest DIII",24,11,347,0.731107388284874
"116","Rutgers (Machine)","College","Men","New Brunswick","NJ","/teams/events/Eventteam/?TeamId=Q9vn417I3rrh465s%2b7P86MEJvUyvMUQjBwQZjtP5Fi0%3d",103,"Rutgers",1233,"Division I","Metro East","Metro NY DI",19,7,363,0.724648117101162
"117","Saint Louis (Archangel)","College","Men","St. Louis","MO","/teams/events/Eventteam/?TeamId=Xug1yEDD6iU68ljUmCrfD%2bi3RE%2fxt1k7YKt%2b3hFjrCU%3d",148,"Saint Louis",1038,"Division I","South Central","Ozarks DI",16,17,366,0.716972750638178
"118","North Carolina-B (BatCH)","College","Men","Chapel Hill","NC","/teams/events/Eventteam/?TeamId=0Qs57CvBE7%2bzI87bQAz5GEn%2b8Xq%2fHVnB9ckumzwNKT4%3d",162,"North Carolina B",991,"Developmental","Atlantic Coast","Southern Atlantic Coast Dev",15,9,291,0.707242332122207
"119","Rice (Cloud 9)","College","Men","Houston","TX","/teams/events/Eventteam/?TeamId=KRwwIQpINW2tQbHrVCtJgj8WCGrJEf7AsvclCC8rRtw%3d",198,"Rice",834,"Division III","South Central","Texas DIII",15,18,355,0.706723940564955
"120","Vanderbilt (Armada)","College","Men","Nashville","TN","/teams/events/Eventteam/?TeamId=7W3JC0XZqVl4kHYMPP0ieDPYZm4CgUi%2fDpHp2Er0p8Q%3d",158,"Vanderbilt",1001,"Division I","Southeast","Gulf Coast DI",16,16,460,0.694688611769389
"121","Michigan State (ARC)","College","Men","East Lansing","MI","/teams/events/Eventteam/?TeamId=lr96v36KkVMPw1YtZyYXku91FQ4Kq5nqSLKiPfnJHqQ%3d",82,"Michigan State",1319,"Division I","Great Lakes","Michigan DI",12,9,262,0.68995074595329
"122","Wisconsin-Whitewater (Sub*Par)","College","Men","Whitewater","WI","/teams/events/Eventteam/?TeamId=oFhvHCYi6ndbOP3guHUerJOaKadDkNPTnkr%2fNS%2bj%2fnY%3d",126,"Wisconsin-Whitewater",1115,"Division I","North Central","Lake Superior DI",21,12,508,0.671151015003841
"123","Michigan-B (Michigan-B)","College","Men","Ann Arbor","MI","/teams/events/Eventteam/?TeamId=3xg3ezW9p%2bjlwFpwtRNzRssbiuotpSGw6JHuyTp9GMw%3d",115,"Michigan B",1191,"Developmental","Great Lakes","Great Lakes Dev",18,2,259,0.667402650639651
"124","Williams (WUFO)","College","Men","Williamstown","MA","/teams/events/Eventteam/?TeamId=4XYPOWJvgrfHQU19y57TWTKAKe6J%2fnv8MZY6zEKlaN4%3d",107,"Williams",1225,"Division III","New England","South New England DIII",16,12,494,0.663231009143702
"125","Franciscan (Fatal)","College","Men","Steubenville","OH","/teams/events/Eventteam/?TeamId=VK28LLz4TyaLZKWu23k%2f%2bieO8%2bm72jT5Z5iv2DMn%2f6c%3d",86,"Franciscan",1314,"Division III","Ohio Valley","Ohio DIII",18,7,156,0.659574431623085
"126","Davidson (DUFF)","College","Men","Davidson","NC","/teams/events/Eventteam/?TeamId=7E5VglMRjGwyrCU1qQ382GiG%2b3IgGVU1kjKNhP68AeI%3d",144,"Davidson",1048,"Division III","Atlantic Coast","Carolina DIII",15,14,123,0.635216035678145
"127","Oklahoma (Apes of Wrath)","College","Men","Norman","OK","/teams/events/Eventteam/?TeamId=SSa0IqOXUNaXWzjWHcA9qt%2fdGJAuPoefv6dJDOQ9pgs%3d",160,"Oklahoma",997,"Division I","South Central","Ozarks DI",10,19,326,0.615299095248207
"128","Pittsburgh-B (En Sabah Nur-B)","College","Men","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=ji36uZFli%2bWqUuW6GTses%2bMUfEnnhXpNjRDAXp7EFpE%3d",179,"Pittsburgh B",922,"Developmental","Ohio Valley","Ohio Valley Dev",14,9,340,0.601377604263316
"129","Johns Hopkins (Dangerzone)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=GW%2bIAWOcpIFv1aKPy%2bqVxhQEz4mvX0%2bpQOaIdR%2f%2fp%2fY%3d",161,"Johns Hopkins",995,"Division I","Atlantic Coast","Colonial DI",14,16,210,0.586116769894491
"130","Amherst (Army of Darkness)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=%2b6TT83x6yqIu%2frvCndBeFnwvVwuofAVVzlaLpyQuj4M%3d",85,"Amherst",1314,"Division III","New England","South New England DIII",11,4,13,0.571705925344244
"131","Chico State (Chico State Wildcats)","College","Men","chico","CA","/teams/events/Eventteam/?TeamId=xDtNnwb1HOw3ew8jmS%2bvLllUKL5ZkKukwuZMPhpRV%2bE%3d",119,"Chico State",1164,"Division I","Southwest","NorCal DI",23,16,91,0.57161812952365
"132","Colby (Dazzlin' Asses (Men))","College","Men","Waterville","ME","/teams/events/Eventteam/?TeamId=y2GstzgIWZqjY1xsAysBjWbvh9VqmKFcq8ju4r0x1u4%3d",168,"Colby",955,"Division III","New England","North New England DIII",12,5,101,0.568175795445145
"133","Colorado State-B (Hibida)","College","Men","Fort Collins","CO","/teams/events/Eventteam/?TeamId=GSkVI516yrUFRWxGGdqNkh4uYQRzOoFbaGyH%2bc1d2w8%3d",178,"Colorado State B",923,"Developmental","South Central","Rocky Mountain DI",22,13,110,0.566129899960232
"134","George Mason (Massacre)","College","Men","Fairfax","VA","/teams/events/Eventteam/?TeamId=S9F3aOWTm%2b4mFsF8f6H1lQPso18zGgB%2fMzZ3smvLa1Q%3d",149,"George Mason",1037,"Division I","Atlantic Coast","Virginia DI",11,23,160,0.546069584783502
"135","Shippensburg (Scapegoats)","College","Men","Shippensburg","PA","/teams/events/Eventteam/?TeamId=0oOx6WZPIQNsCcWbA8J0ze6RAWKjkl9Nv2ChLxzY1l0%3d",157,"Shippensburg",1005,"Division III","Ohio Valley","West Penn DIII",25,10,376,0.54454319330348
"136","Florida Tech (Florida Tech)","College","Men","Melbourne","FL","/teams/events/Eventteam/?TeamId=vN2Rrux2IDrG8QvFoU0jq5Lxj8ms3w2FhDDhaISCesU%3d",153,"Florida Tech",1017,"Division III","Southeast","Eastern Southeast DIII",12,8,155,0.541418385335907
"137","Luther (LUFDA)","College","Men","Decorah","IA","/teams/events/Eventteam/?TeamId=4DrGz9bGAs%2fnb4hmn0uB7KhZX2z9ax0W84Vtk%2fERsKw%3d",130,"Luther",1096,"Division III","North Central","West Plains DIII",17,13,236,0.539742519424487
"138","Wake Forest (Well Oiled Machine, Baby)","College","Men","Winston-Salem","NC","/teams/events/Eventteam/?TeamId=PyCUzxRUQleIiW91iYAziU9eqwP%2ff69%2f48gnoY0EONw%3d",255,"Wake Forest",557,"Division I","Atlantic Coast","Carolina DI",9,12,471,0.539606521327752
"139","Mississippi (HYDRa)","College","Men","Oxford","MS","/teams/events/Eventteam/?TeamId=kK7K%2bbkJZdzaE3eiMQCwVkyzlTRMvmiJePCcGwx996U%3d",147,"Mississippi",1042,"Division I","Southeast","Gulf Coast DI",15,10,272,0.538554216016425
"140","Colorado School of Mines (Entropy)","College","Men","Golden","CO","/teams/events/Eventteam/?TeamId=yUdqaM%2bKKLdiIpQvEBGy2fplNf%2fUwWGKPPRDHrEH%2frM%3d",125,"Colorado School of Mines",1126,"Division III","South Central","Rocky Mountain DIII",18,14,109,0.536890279314798
"141","Elon (Big Fat Bomb)","College","Men","Elon","NC","/teams/events/Eventteam/?TeamId=sw%2bH1cEq%2bSISMjdMYPtVKnnBH%2fV0UVOhJkhGycXXb%2bw%3d",135,"Elon",1081,"Division III","Atlantic Coast","Carolina DIII",16,9,140,0.533354564956699
"142","Grand Valley State (Lakers)","College","Men","Allendale","MI","/teams/events/Eventteam/?TeamId=%2b20M8pF26L8eZgomfinvP2JSZ1P9sXxSxnHEDq0mDn8%3d",131,"Grand Valley State",1093,"Division I","Great Lakes","Michigan DI",11,11,175,0.528951052802666
"143","Ohio (Ohio University)","College","Men","Athens","OH","/teams/events/Eventteam/?TeamId=xqDGZCD0Hi4NbXX91qqz3jDpP0%2bgqwaCKW8Hr86F768%3d",132,"Ohio",1092,"Division I","Ohio Valley","Ohio DI",10,18,321,0.515111196325909
"144","Boston University (Boston University)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=N5rp%2fT6%2bvidmI6%2begYKrbhlKaz7R4%2beTZTZw22W8vBo%3d",134,"Boston University",1082,"Division I","New England","Metro Boston DI",14,12,40,0.504044265362968
"145","South Florida (Scallywags)","College","Men","Tampa","FL","/teams/events/Eventteam/?TeamId=47UryPe67HwNPELQKTSDbnPu0Dj8knwWrntqW%2bhKbnI%3d",163,"South Florida",985,"Division I","Southeast","Florida DI",8,16,385,0.499533992957899
"146","Xavier (B.L.O.B.)","College","Men","Cincinnati","OH","/teams/events/Eventteam/?TeamId=IAF7GMUhME1VC4rLvbR%2bukYfHFZ0VzshBZaqUn8cHLo%3d",152,"Xavier",1018,"Division III","Ohio Valley","Ohio DIII",18,12,513,0.494769805386328
"147","Oberlin (Flying Horsecows)","College","Men","Oberlin","OH","/teams/events/Eventteam/?TeamId=akQ7dCRJN3FdwghaKhKELGT8l40s9ieR9C4px3VnGfQ%3d",171,"Oberlin",950,"Division III","Ohio Valley","Ohio DIII",21,9,319,0.48540613466402
"148","St Olaf (Berzerkers)","College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=GY9Vf50PCdoM%2boiltDAdRELQfMV7QkxJNWsUytJ9KIw%3d",150,"St Olaf",1030,"Division III","North Central","Northwoods DIII",17,6,394,0.477640032011424
"149","Jefferson (Ram Riders)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=RJHm9DvWP6UyqJviF%2fdthSy5xZ9xKu481VgsaA1tPJc%3d",224,"Jefferson",707,"Division III","Ohio Valley","East Penn DIII",18,8,206,0.470005591842099
"150","Minnesota-B (Ugly Duckling)","College","Men","Minneapolis","MN","/teams/events/Eventteam/?TeamId=9RgP1aN78vnSV1%2bt%2byy2L5ABk45E%2fimwywZXomZo8lg%3d",106,"Minnesota B",1226,"Developmental","North Central","Northwoods DI",13,6,268,0.460184656654446
"151","Georgia Southern (Eagles)","College","Men","Statesboro, GA","GA","/teams/events/Eventteam/?TeamId=NPolJtlr7RSqE6u1%2bFOAdjqNh2ee0KO%2bbvlj8LD1m7o%3d",214,"Georgia Southern",761,"Division I","Southeast","Southern Appalachian DI",10,23,169,0.45100383513267
"152","North Park (Lost Boys)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=YgoR%2bo98HsVUuuixnlqXIJ2j0ip%2fbUekPNb874X%2fn%2f0%3d",136,"North Park",1078,"Division III","Great Lakes","Illinois DIII",17,4,302,0.449667635297326
"153","West Chester (West Chester A)","College","Men","West Chester","PA","/teams/events/Eventteam/?TeamId=fJGk2dc6kC%2bn3HySURCnRaFuPiGd2O7aIGi%2btHP3J48%3d",260,"West Chester",526,"Division I","Ohio Valley","East Penn DI",16,7,481,0.448777347698734
"154","Pacific Lutheran (Reign)","College","Men","Parkland","WA","/teams/events/Eventteam/?TeamId=FvrICY6FcQlP24zXLKgaCpmMHh3tzlROwKEMwaytWOw%3d",98,"Pacific Lutheran",1246,"Division III","Northwest","Northwest DIII",14,6,334,0.446342162069913
"155","RIT (RIT Spudheds)","College","Men","Rochester","NY","/teams/events/Eventteam/?TeamId=5rs87fWWa2C%2bp3RrIkwu9sE4uf9EPeLDJ9u6VpO7cr4%3d",99,"RIT",1242,"Division I","Metro East","Western NY DI",11,12,357,0.44253409149384
"156","Alabama-Birmingham (Inferno)","College","Men","Birmingham","AL","/teams/events/Eventteam/?TeamId=020lPZ1pFsT3%2bSUQObDtZ5qktsgNNfU68kBGlZm%2fyNU%3d",207,"Alabama-Birmingham",795,"Division I","Southeast","Gulf Coast DI",12,19,6,0.436420125001866
"157","Dayton (FLUD)","College","Men","Dayton","OH","/teams/events/Eventteam/?TeamId=sJDypKJ052t2GFEuO18OM1Ho87L1mzpznX4M4ANztVM%3d",140,"Dayton",1063,"Division I","Ohio Valley","Ohio DI",15,10,125,0.434997380374458
"158","Akron (Goon Squad)","College","Men","Akron","OH","/teams/events/Eventteam/?TeamId=GuVP33ij%2fchehn1bKhLvNRI2XrUXUhVptWXdwMiYWyw%3d",159,"Akron",997,"Division I","Ohio Valley","Ohio DI",17,9,4,0.424614839438652
"159","Ball State (Cardinals)","College","Men","Muncie","IN","/teams/events/Eventteam/?TeamId=Z6hSEcwEAoUAEnnG0DhJC5WaPAWmujYPtdK5YtVxs%2fE%3d",194,"Ball State",871,"Division I","Great Lakes","East Plains DI",7,16,25,0.420935267848765
"160","Cal Poly-Pomona (Cow Ultimate)","College","Men","Pomona","CA","/teams/events/Eventteam/?TeamId=RbedlCvLP%2bCO6%2fRgryeJbyp9rZas9TNMfwYJsPa6kgI%3d",188,"Cal Poly-Pomona",896,"Division I","Southwest","SoCal DI",14,17,53,0.415464928894984
"161","Samford (Dogma)","College","Men","Birmingham","AL","/teams/events/Eventteam/?TeamId=ErsPL2Npia8hKRnRna3XaoaNRDJJlG%2fNPtZ%2fuu2S10c%3d",233,"Samford",677,"Division III","Southeast","Western Southeast DIII",17,9,369,0.415022870447651
"162","Minnesota State-Mankato (BlueSkunks)","College","Men","Mankato","MN","/teams/events/Eventteam/?TeamId=5tXUS0EpMjg1v6b%2fXNW0X16aeXogwtzui2x5pQeCmn0%3d",NA,NA,NA,NA,NA,NA,7,8,271,0.4147323013406
"163","Montana (Smokejump)","College","Men","Missoula","MT","/teams/events/Eventteam/?TeamId=BxYAxgqxNkmgYTHZ3BLdgBIycgQ4EBIHIwEmN8xOnQM%3d",138,"Montana",1068,"Division I","Northwest","Big Sky DI",11,12,280,0.412885734233983
"164","Missouri State (Missouri State)","College","Men","Springfield","MO","/teams/events/Eventteam/?TeamId=yvJ7rPB4SNEHHyMfptj8oUlU9lQE2iq0lnsXvYHskWs%3d",110,"Missouri State",1216,"Division I","South Central","Ozarks DI",12,6,276,0.412826874034681
"165","Rensselaer Polytech (Trudge)","College","Men","Troy","NY","/teams/events/Eventteam/?TeamId=Afld2F9UOiuPiF%2bSiurszIKP4vA2n2UtTf2LNyKt9LQ%3d",180,"Rensselaer Polytech",918,"Division III","Metro East","Hudson Valley DIII",16,11,352,0.412577520079124
"166","California-San Diego (Air Squids)","College","Men","San Diego","CA","/teams/events/Eventteam/?TeamId=Flk9uzE4zLTcc7B814w2ZFz2NPnETmZ6irQusze1NAk%3d",146,"California-San Diego",1045,"Division I","Southwest","SoCal DI",8,19,66,0.411527825430097
"167","Army (Army West Point)","College","Men","West Point","NY","/teams/events/Eventteam/?TeamId=%2bjY0272dOwPdFl%2btGHnFZUKCWIfTEMHiS0nU3YUYujU%3d",NA,NA,NA,NA,NA,NA,13,4,22,0.410915223676985
"168","Claremont (Braineaters)","College","Men","Claremont","CA","/teams/events/Eventteam/?TeamId=5Mw8IpbDw86UWr0p8qRt6q8ozO2JnpisKdyloBP7kvY%3d",145,"Claremont",1047,"Division III","Southwest","Southwest DIII",16,9,94,0.397871385613101
"169","Colgate (Jabberwock)","College","Men","Hamilton","NY","/teams/events/Eventteam/?TeamId=EE7CAEn7KjuGAtzCmAU7kP2lgQOLjQgXFfto8lvnvk4%3d",NA,NA,NA,NA,NA,NA,15,5,102,0.394387375150686
"170","Florida-B (Florida B)","College","Men","Gainesville","FL","/teams/events/Eventteam/?TeamId=Kvpjo3D0dEJpjN6jhaJWF08dqCzRlPQ%2bNwhbcGbyxYQ%3d",201,"Florida B",820,"Developmental","Southeast","Southeast Dev",21,8,147,0.391127149591442
"171","Colorado College (Wasabi)","College","Men","Colorado Springs","CO","/teams/events/Eventteam/?TeamId=9syk1jMtNsqPAFXgyxJoVaq%2fTE7dwO4XLurCgPaeqWA%3d",81,"Colorado College",1320,"Division III","South Central","Rocky Mountain DIII",12,10,108,0.386828666337391
"172","Brandeis (TRON)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=wHFbNvIJL7LMcg2gSF2PuOlOgPMoNBRBnmzeUaifjcw%3d",133,"Brandeis",1090,"Division III","New England","Metro Boston DIII",14,12,43,0.379481851539436
"173","Bowdoin (Clown)","College","Men","Brunswick","ME","/teams/events/Eventteam/?TeamId=xN79w8shvqeLXMdDgIOcGNIjMst%2b0Blje1hRBeWAfq4%3d",96,"Bowdoin",1252,"Division III","New England","North New England DIII",10,9,41,0.378251303558319
"174","Wisconsin-Milwaukee (Black Cat)","College","Men","Milwaukee","WI","/teams/events/Eventteam/?TeamId=xkM0xPe14BJ4Y4Cu81xd7GAbtGSPSTnyodLuoV%2fGPk4%3d",109,"Wisconsin-Milwaukee",1222,"Division I","North Central","Lake Superior DI",10,15,503,0.367516857306883
"175","MIT (Grim Beaver)","College","Men","Cambridge","MA","/teams/events/Eventteam/?TeamId=BDio7aAap3yqB7exgUSSRi0L7YuVEfC7NCRdEZJMGhI%3d",154,"MIT",1017,"Division I","New England","Metro Boston DI",14,7,278,0.362681253633289
"176","Michigan Tech (DiscoTech)","College","Men","Houghton","MI","/teams/events/Eventteam/?TeamId=1rhBEsnyOasNOfxkJuPMx76SYKYG2Bo8RVjRlEupSzo%3d",104,"Michigan Tech",1233,"Division III","North Central","Lake Superior DIII",12,4,263,0.359718894350432
"177","Lewis & Clark (Bacchus )","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=MwE3o9XPLZrfroZea7C1XDJSr1Pqv2%2bJorKfpn2zTNs%3d",172,"Lewis & Clark",948,"Division III","Northwest","Northwest DIII",17,17,230,0.348183156330965
"178","Boston College (Eagles)","College","Men","Chestnut Hill","MA","/teams/events/Eventteam/?TeamId=%2fbmXQonfY%2fdd3QH481ScGgncY%2fB805WWKkBO3sYS9n8%3d",174,"Boston College",937,"Division I","New England","Metro Boston DI",10,9,38,0.345191519180123
"179","NYU (New York Ultimate)","College","Men","New York","NY","/teams/events/Eventteam/?TeamId=%2fpIlk8eGYFV8OZL7D8YD0A77BMh%2bMVDud8wtz4PpvJw%3d",170,"NYU",954,"Division I","Metro East","Metro NY DI",14,10,318,0.34147821364319
"180","Humboldt State (Humboldt State Buds)","College","Men","Arcata","CA","/teams/events/Eventteam/?TeamId=2XiM94KGdl49jPcfX3A0h32cAeEfc0dyRLV8A%2ftikqk%3d",169,"Humboldt State",954,"Division I","Southwest","NorCal DI",13,13,189,0.338383939668997
"181","Princeton (Clockwork)","College","Men","Princeton","NJ","/teams/events/Eventteam/?TeamId=VdAV6jerKPgbbl98K%2bwapOjffCu35VLU9NhAW7bvfQg%3d",127,"Princeton",1102,"Division I","Metro East","Metro NY DI",8,8,345,0.335897583734983
"182","Haverford (Big Donkey Ultimate)","College","Men","Haverford","PA","/teams/events/Eventteam/?TeamId=mLpoHsWz%2fGvaKXmEqxXV2XG67z7EZmQ4TzoPeby4zZs%3d",212,"Haverford",769,"Division III","Ohio Valley","East Penn DIII",16,12,183,0.329564544424385
"183","Wisconsin-Eau Claire (EauZone)","College","Men","Eau Claire","WI","/teams/events/Eventteam/?TeamId=lpXx11j82GXrrOrt8rhn9xwOi4%2f%2bH1PzFJwsYSBNCSA%3d",187,"Wisconsin-Eau Claire",900,"Division I","North Central","Lake Superior DI",18,17,500,0.329100866374751
"184","SUNY-Geneseo (Snail)","College","Men","Geneseo","NY","/teams/events/Eventteam/?TeamId=nr%2bipD56jSV5lJIlxzQwZoWXkS6b7nBxTi3NhzE8Ag8%3d",197,"SUNY-Geneseo",840,"Division III","Metro East","Western NY DIII",13,17,413,0.328212277262532
"185","SUNY-Binghamton (SUNY-Binghamton)","College","Men","Binghamton","NY","/teams/events/Eventteam/?TeamId=I5FcQzmK9FXf2lXX1qM%2bIlR1jcNEG4rmFLBRYjAi4w4%3d",181,"SUNY-Binghamton",915,"Division I","Metro East","Western NY DI",13,17,408,0.323818994111524
"186","Colorado-B (Mamabird - B)","College","Men","Boulder","CO","/teams/events/Eventteam/?TeamId=HhPJMqaTEN8h%2fmFyYnjsOYsseIRWCbZ4w7LpVM5hQ6Q%3d",143,"Colorado B",1049,"Division I","South Central","Rocky Mountain DI",17,15,104,0.321700286081408
"187","Wesleyan (Nietzsch Factor)","College","Men","Middletown","CT","/teams/events/Eventteam/?TeamId=Uj8tCmMKL2WSmdQqIJLljXxOWjt3dPolWKy2h6o2gK8%3d",141,"Wesleyan",1062,"Division III","Metro East","Hudson Valley DIII",13,12,479,0.321650133746059
"188","North Carolina-Asheville (UNC Asheville Bulldogs)","College","Men","Asheville","NC","/teams/events/Eventteam/?TeamId=QFMHD3w0tBLNsvvuY7yUNIa78dN1xEww94FsBeBT0%2b8%3d",156,"North Carolina-Asheville",1013,"Division III","Atlantic Coast","Carolina DIII",11,20,290,0.313105936969275
"189","Georgia State (Underground)","College","Men","Atlanta","GA","/teams/events/Eventteam/?TeamId=gR6rFlnLn4GxfYx8h2F%2fO28H%2b6%2bEpqVjwIhHpkJ2NFg%3d",182,"Georgia State",914,"Division I","Southeast","Southern Appalachian DI",8,9,170,0.309064897685049
"190","California-Santa Cruz (Slugs)","College","Men","Santa Cruz","CA","/teams/events/Eventteam/?TeamId=boAQwdeD5XqiSJO3pIHVN9ud8jKmoqtOW15MzErS9sM%3d",202,"California-Santa Cruz",817,"Division I","Southwest","NorCal DI",13,14,70,0.305165476438251
"191","New Hampshire (New Hampshire Ultimate Team)","College","Men","Durham","NH","/teams/events/Eventteam/?TeamId=c1vpxkfKM6grEkzePzEJYch6Iv8A5KPuM9MtJl6SUHo%3d",203,"New Hampshire",813,"Division I","New England","North New England DI",13,8,286,0.292099433510922
"192","Western Michigan (Dark Horse)","College","Men","Kalamazoo","MI","/teams/events/Eventteam/?TeamId=8iBrgta0gO4Vbz9E2P3EPWoMUAwJbPjCEvAaNz9C82E%3d",NA,NA,NA,NA,NA,NA,5,4,484,0.291012938726677
"193","Winona State (Experience)","College","Men","Winona","MN","/teams/events/Eventteam/?TeamId=6yWgLfpfzW%2bYXWeO8QLuQu7tfp4G9%2fi3cQ3FJhoaWdQ%3d",221,"Winona State",718,"Division III","North Central","Northwoods DIII",17,12,496,0.287498217533864
"194","Stevens Tech (Stevens Tech)","College","Men","Hoboken","NJ","/teams/events/Eventteam/?TeamId=j1ChqiCJLxa4EpZWoJhhEC4KGUNQxn%2bm3yoKU4dgE84%3d",177,"Stevens Tech",929,"Division III","Metro East","Metro NY DIII",11,7,401,0.285246012835989
"195","Stephen F Austin (Frontier)","College","Men","Nacogdoches","TX","/teams/events/Eventteam/?TeamId=LjtrE0GM1rS42qbWlC96psonw1PZDoYXARhcf6OEz6g%3d",204,"Stephen F Austin",813,"Division I","South Central","North Texas DI",21,14,398,0.279255417483385
"196","Hamilton (Hot Saucers)","College","Men","Clinton","NY","/teams/events/Eventteam/?TeamId=E4uXcZF6tPXusbPkXcg5k9hx2%2fY%2bEbJzFMmaXYgcYIw%3d",NA,NA,NA,NA,NA,NA,10,3,178,0.274213810358482
